Price,Returns,Volatility,Momentum,Intraday_Range,Regime,gamma_0,gamma_1,gamma_2
2008-06-18,-0.0097592914913047,0.1811054559820708,-0.7713723678237828,0.0121018236499643,1,1.669307826642912e-09,0.9999882919831724,1.1706348446798136e-05
2008-06-19,0.0037453020931321,0.1810729376928291,-0.6146264642806901,0.0127790075744993,1,7.260889117732342e-09,0.9999933755899518,6.617148605961457e-06
2008-06-20,-0.0187169298745104,0.1836894452602032,-0.645024184341961,0.0201528590375217,1,5.271486969546484e-11,0.9999816879793361,1.831196718552551e-05
2008-06-23,5.3071430313939166e-05,0.1829935418685009,-0.6757548392951523,0.0064263814136001,1,2.294034337452752e-09,0.9999816591707098,1.833853444346846e-05
2008-06-24,-0.0028188104950155,0.1788874925532972,-0.5499993548987594,0.0164347099528693,1,1.680336566428315e-08,0.9999947230856455,5.260112664138788e-06
2008-06-25,0.0058264005356176,0.1782877175243486,-0.5619572586168092,0.0159534378901929,1,6.999718306403024e-09,0.999987875366804,1.2117631703109453e-05
2008-06-26,-0.0298050148105824,0.2005030365779583,-0.9670781433415544,0.0258270771288575,1,2.4249698768668872e-17,0.9996707234052375,0.0003292765961300226
2008-06-27,-0.0037243561390026,0.1977263433301364,-1.075619499644035,0.0136500501456721,1,1.120161008046956e-12,0.9999407559204362,5.924407973104802e-05
2008-06-30,0.0012664227601932,0.1976365806640648,-1.0786026470138683,0.0120703697204589,1,6.618445448698246e-13,0.9999583919305051,4.1608070538957087e-05
2008-07-01,0.0038286256531538,0.1981605780443568,-0.9059412637186894,0.019168661017218,1,1.20169822043984e-12,0.9999750393676748,2.4960631518696967e-05
2008-07-02,-0.0183713449871704,0.2046031007485945,-1.0567416979500854,0.0243040409228543,1,1.2296619349468138e-15,0.9999107190291533,8.928096979766988e-05
2008-07-03,0.0010933244042243,0.2050000007198701,-1.0397008083103376,0.0154168741204659,1,2.2218166642312773e-13,0.9999457004059732,5.4299592892752786e-05
2008-07-07,-0.0084207903501973,0.1867526893916089,-1.3724527155625483,0.0265668212377828,1,9.422669690836653e-17,0.9997813883103379,0.00021861169004481316
2008-07-08,0.0169361196263839,0.1769646080115621,-0.7927032238234878,0.0245976912350311,1,4.667295131235003e-14,0.9997307722473349,0.0002692277542861213
2008-07-09,-0.0230395564248072,0.1891212282038163,-1.0786983847767284,0.0263439415485705,1,5.747812637115235e-16,0.9997854542569365,0.00021454574478016036
2008-07-10,0.0069654363115264,0.1930405759280988,-0.965820567014296,0.0166668111316467,1,1.3775857683462375e-12,0.999961487428144,3.851257051995467e-05
2008-07-11,-0.011151895352082,0.1890011523092774,-0.8951791389914898,0.0257525629063585,1,1.807159345594203e-13,0.999940542023616,5.9457974911357295e-05
2008-07-14,-0.009068857497041,0.1882186898788874,-1.0432974164572253,0.023194650412622,1,2.4212015126155587e-13,0.999798180992974,0.00020181900829928696
2008-07-15,-0.0109611112071844,0.1761418356624178,-1.3540410211345304,0.0279115598897688,1,1.6332953636219588e-16,0.998062031838982,0.0019379681626432907
2008-07-16,0.024754604874713,0.2042612862733714,-1.0579561609573038,0.0274057343131814,1,5.558503287936034e-21,0.9949621455465409,0.005037854452760434
2008-07-17,0.0119409813729267,0.2114453138548841,-0.8331320348005601,0.0165196690099831,1,6.402836241253371e-14,0.9994478139301269,0.0005521860694090168
2008-07-18,0.0002856861755844,0.210443379405385,-0.7125923027978902,0.0082653182655884,1,8.182684101328998e-12,0.999912779584025,8.72204089018618e-05
2008-07-21,-0.0005395795681692,0.209277297037035,-0.7640108827335071,0.0095555865575396,1,7.468358164497925e-12,0.9999634238260936,3.6576167711786905e-05
2008-07-22,0.0134018560870155,0.2085208252693435,-0.3785854511951949,0.0223884791625881,1,1.2055877960732741e-12,0.9999625583320358,3.744166749589972e-05
2008-07-23,0.0040559306967179,0.2093564066633515,-0.3305511399983463,0.0117845140283899,1,6.264586259578609e-10,0.9999863850261207,1.3614349010233657e-05
2008-07-24,-0.0233959869658119,0.2229184740036539,-0.5774772576479031,0.0253404995006241,1,4.1014927390140785e-16,0.9998360296544901,0.0001639703457926251
2008-07-25,0.0041588480463002,0.2222270878634177,-0.5974878875197123,0.0091273218894033,1,1.7015339439291692e-12,0.9999466183932215,5.338160427413734e-05
2008-07-28,-0.0187716543170863,0.2078892068227598,-0.4650875615977587,0.0208365164455275,1,2.059131160288929e-12,0.9999545538407569,4.544615592843893e-05
2008-07-29,0.0230874307944618,0.2248888187230389,-0.1433461183961852,0.021231750574548,1,9.495245182127072e-15,0.9998373964054559,0.00016260359326271428
2008-07-30,0.0165345392799297,0.2325478280481231,0.0398712798406527,0.0154251758777825,1,1.4118306227923794e-12,0.9999470775836022,5.292241374973437e-05
2008-07-31,-0.013230903287162,0.2366282200495144,-0.1648430674431378,0.014960061650622,1,8.544535546508251e-13,0.999944588882525,5.541111551038324e-05
2008-08-01,-0.0055940123576434,0.2285766736628549,-0.0115150758888141,0.012679404055999,1,6.227049901134013e-11,0.9999550045841371,4.4995352639483266e-05
2008-08-04,-0.0090065236049024,0.2306111014437312,-0.1327132519983353,0.0104402998859448,1,1.2285449695245549e-11,0.9995955369877189,0.00040446299857750244
2008-08-05,0.0283140872375076,0.2491327567465597,0.308105279054125,0.0235118928014256,1,6.561291569543716e-18,0.996436149028579,0.0035638509702007044
2008-08-06,0.0033487361579261,0.2426977678301428,0.1450566774326315,0.0121549536201155,1,4.5626688704353736e-12,0.9983490634304286,0.0016509365648366577
2008-08-07,-0.0180964967014885,0.2371788047761556,0.204373394112456,0.0175503500168006,1,1.451810329901626e-13,0.9966423833552354,0.003357616645016245
2008-08-08,0.0236118675696423,0.2493205809854564,0.404130569209847,0.027570346608248,1,3.608121420887881e-18,0.9911178418272233,0.008882158174103847
2008-08-11,0.0069187406968781,0.2455008893746139,0.6209782017973698,0.0166549130703015,1,9.916884267087095e-13,0.9973825268076704,0.0026174731904271436
2008-08-12,-0.0121238684022478,0.2475289293327695,0.5843180709348882,0.0148497002315624,1,7.825870635847918e-14,0.9986824313710928,0.0013175686283046493
2008-08-13,-0.0029199218388871,0.2436298442337458,0.6808123433544558,0.0149086929069003,1,1.377180565077303e-12,0.9996220570495937,0.00037794294809096027
2008-08-14,0.0055066121473704,0.2304442321631443,0.4498364306263443,0.0179978951409327,1,3.189224221089135e-11,0.9999356905188759,6.430944748579314e-05
2008-08-15,0.0040676498031485,0.2276695011916141,0.3553564517890055,0.0087121083185533,1,1.95690114759055e-10,0.9999685609358477,3.143886797781567e-05
2008-08-18,-0.0152129417489374,0.2348511570842806,0.1693729166947428,0.0201079003819924,1,2.834232251082998e-13,0.9999144739936373,8.552600719709312e-05
2008-08-19,-0.0093585575662945,0.2373976480046704,0.0635451807172393,0.0106893081091874,1,4.312400223472127e-12,0.9999363947210475,6.360527340138976e-05
2008-08-20,0.0061782071568333,0.2336452432362054,-0.0231386064449476,0.0116512429039581,1,1.6114553375088346e-11,0.9999762755336953,2.3724448980804312e-05
2008-08-21,0.00249185684366,0.2333580369911039,-0.0419074926816425,0.0126632236185787,1,2.2730616097228582e-11,0.9999807195748562,1.928040265045461e-05
2008-08-22,0.0112689376647928,0.2204164746245988,0.3740716028856151,0.0119950476595694,1,5.142762156265677e-10,0.9999798214156271,2.017806965528507e-05
2008-08-25,-0.0198205705279157,0.2320936451482902,0.0863185799950241,0.0202077423168133,1,7.763359670126761e-14,0.9998944815247283,0.00010551847604466387
2008-08-26,0.0036795944289534,0.2215894865351983,0.3557335649475007,0.0097836929170974,1,9.520744910782179e-10,0.9999806261388144,1.937290811498621e-05
2008-08-27,0.0079509611276483,0.2087660432286537,0.1740959289457396,0.0117191916192217,1,7.669734852474216e-09,0.9999920252402834,7.96709120355829e-06
2008-08-28,0.0147311065442301,0.2071285814406497,0.1524547361173441,0.0129855259948432,1,1.7240321605971479e-09,0.9999888348725409,1.116340503148289e-05
2008-08-29,-0.0138187052787808,0.2076327067597554,0.1454011122179182,0.0115759501217201,1,1.428137479821385e-09,0.9999777725384924,2.2226033918999906e-05
2008-09-02,-0.0041009116023289,0.2071373992715826,0.1633183212816917,0.0241394581563902,1,7.754272766669404e-11,0.9999391983732862,6.080154861241264e-05
2008-09-03,-0.0020371521529357,0.2044337204562717,0.246950778705291,0.0117727415297191,1,3.603142272507573e-08,0.999633885504557,0.0003660784636761525
2008-09-04,-0.0303788577228469,0.2066461173955626,-0.4573645608189643,0.0315080440788696,1,1.1070666435562171e-18,0.9848879571490349,0.015112042851309414
2008-09-05,0.0044209777845679,0.2070167608685051,-0.444497661299263,0.0223051892285784,1,1.4843808537314688e-11,0.982569281464375,0.017430718519308823
2008-09-08,0.0203026610131648,0.2115312809008741,0.0162922312765785,0.0215335725845525,1,4.392540215924358e-12,0.9113218943662367,0.08867810563013541
2008-09-09,-0.0347344860183873,0.2257762457065773,-0.6838640117797781,0.0360552580721761,1,1.2295501751618809e-24,0.5825754834934429,0.4174245165080747
2008-09-10,0.0061305918718019,0.2253687047334018,-0.693321797680692,0.0181001007443669,1,9.052864853115399e-14,0.5913723901960469,0.40862760980558116
2008-09-11,0.0137119376377289,0.229562145206882,-0.3832921252009704,0.0307753411821366,1,6.737036240959162e-18,0.5276446542873596,0.47235534571344334
2008-09-12,0.0021192868823826,0.2298387602198913,-0.3228216205457327,0.0170008053500678,1,1.6808738238190906e-11,0.5060844187707161,0.4939155812118312
2008-09-15,-0.0482829846790581,0.2799018739972832,-0.9682967824628752,0.0488136959477812,2,1.071237455589836e-50,6.856502768928066e-08,0.9999999314350158
2008-09-16,0.0173715252717916,0.2883069493441583,-0.8086502768391575,0.0375411481871864,2,9.117532337283254e-40,1.6528475670956601e-07,0.9999998347157225
2008-09-17,-0.0482880326718848,0.3259657777234265,-1.2055513679145269,0.0470948038703505,2,2.543040220972144e-63,2.737665268019326e-12,0.999999999996362
2008-09-18,0.0424288063170986,0.3639598700705957,-0.584103001313808,0.064350908007402,2,1.994076807254561e-101,4.7896594092038963e-23,1.0
2008-09-19,0.0394673779777459,0.3910141461914881,-0.1846329514628564,0.0414395987400812,2,7.24794948311366e-83,9.803354670805236e-15,1.0
2008-09-22,-0.0389868045010176,0.4125134397663536,-0.6823768875989898,0.0412231160680796,2,3.995844879910722e-78,4.239312831463105e-15,1.0
2008-09-23,-0.0157561117321934,0.4115980466083847,-1.0066774803628251,0.0286899451792077,2,4.9220622953354796e-67,1.6733224652981698e-12,1.0
2008-09-24,-0.0019796860163376,0.407575003545308,-0.7925868662238885,0.0148582856381708,2,1.0542904068289227e-60,3.3838629457297065e-12,0.999999999996362
2008-09-25,0.0194658100360842,0.4145151657277591,-0.6031522789383185,0.0265965635812378,2,1.1246586992942872e-63,2.7943830713770255e-12,0.999999999996362
2008-09-26,0.0033767215693916,0.4133781517983996,-0.6580431536373987,0.0232676815665953,2,1.3385149044397013e-60,8.327928438102378e-12,0.999999999992724
2008-09-29,-0.0921895923455359,0.5112128382473159,-1.9410915403145912,0.092776611292866,2,5.654410600615761e-223,7.967536445195894e-49,1.0
2008-09-30,0.0527581580038249,0.55160432991477,-1.142169180923321,0.0465122266550048,2,5.439065333226398e-177,2.6035064151779166e-31,1.0
2008-10-01,-0.0045543441395915,0.5516020969799859,-1.147610371370472,0.0226172708046046,2,9.474452612520836e-132,2.247596289333058e-26,1.0
2008-10-02,-0.0411249487185538,0.565791487815672,-1.6166639301578885,0.0441630107725722,2,3.6104411117409167e-149,4.7056250542155e-31,1.0
